Gene_name,Ensmbl,Hevin_logFC,Hevin_logCPM,Hevin_F,Hevin_PValue,Hevin_adjP,LPS_logFC,LPS_logCPM,LPS_F,LPS_PValue,LPS_adjP
Rinl,ENSMUSG00000051735,0.324145743,3.859459066,3.08460809,0.103727939,0.345549584,-0.661454376,3.859459066,12.27149208,0.004169123,0.020433692
Rint1,ENSMUSG00000028999,0.22795265,3.658325838,4.498583868,0.054757516,0.235184234,-0.231118313,3.658325838,4.521723104,0.054224367,0.144541984
Riok1,ENSMUSG00000021428,-0.270301834,4.976380501,4.772247401,0.048832342,0.219225405,0.036717373,4.976380501,0.088047136,0.77159522,0.871912193
Riok2,ENSMUSG00000116564,-0.11733969,5.101406235,1.062164638,0.322441099,0.634135948,0.089491309,5.101406235,0.615763597,0.447385281,0.631073863
Riok3,ENSMUSG00000024404,-0.470426472,9.234249798,34.24535301,6.90E-05,0.002240293,0.618237903,9.234249798,59.03937886,4.69E-06,0.000120468
Ripk1,ENSMUSG00000021408,-0.080318862,7.646229604,0.9990133,0.336689534,0.646822899,0.420325177,7.646229604,27.25926603,0.00019368,0.002000869
Ripk2,ENSMUSG00000041135,0.121722493,5.206912909,1.115967418,0.310972017,0.623982881,1.328499258,5.206912909,129.986078,6.30E-08,4.51E-06
Ripk3,ENSMUSG00000022221,-1.096418577,6.666577325,109.1647773,1.69E-07,2.99E-05,-0.303853972,6.666577325,8.580129079,0.012266577,0.046742218
Ripk4,ENSMUSG00000005251,0.710962936,-1.188377211,0.584956642,0.458710784,0.743519508,0.521522983,-1.188377211,0.318195495,0.582771433,0.741972938
Rit1,ENSMUSG00000028057,-0.178071231,6.275184902,5.522259335,0.03612516,0.18070036,-0.446472795,6.275184902,34.36859321,6.79E-05,0.000890792
Rita1,ENSMUSG00000029600,0.47317076,2.036917258,4.146540756,0.063700404,0.259386048,0.120781271,2.036917258,0.26160208,0.618023259,0.767856478
Rlbp1,ENSMUSG00000039194,-1.040004757,0.258561817,2.796183663,0.119558969,0.374184824,0.297861273,0.258561817,0.243967417,0.630004184,0.776547588
Rlf,ENSMUSG00000049878,-0.166147392,7.023167146,2.806409375,0.118948716,0.373073985,0.495859962,7.023167146,24.92110069,0.000285521,0.002669945
Rlim,ENSMUSG00000056537,-0.210931118,8.679841527,10.55100255,0.006726389,0.060977822,0.567409931,8.679841527,76.0146556,1.23E-06,4.45E-05
Rltpr,None,-0.153106356,0.379086397,0.202446768,0.660531973,0.863279537,0.142656745,0.379086397,0.173728895,0.683956629,0.813319338
Rmdn1,ENSMUSG00000028229,-0.131149488,2.829301168,0.517441893,0.485295668,0.76140056,-0.866633095,2.829301168,21.35196246,0.000543911,0.004285322
Rmdn2,ENSMUSG00000036368,-0.475873035,2.697046237,4.035257907,0.066886166,0.26684559,-0.440965644,2.697046237,3.424015226,0.088260489,0.204982553
Rmdn3,ENSMUSG00000070730,-0.063853123,3.557188856,0.229870467,0.639980101,0.853532209,-0.032000764,3.557188856,0.057195297,0.81489939,0.899443149
Rmi1,ENSMUSG00000035367,0.457835398,4.965564489,30.46049815,0.000118133,0.003341964,-0.301914245,4.965564489,13.01985167,0.003425125,0.017512218
Rmi2,ENSMUSG00000037991,0.252396558,-1.221815686,0.12916549,0.725355796,0.89311998,-0.018566845,-1.221815686,0.000484366,0.982792146,0.992900072
Rmnd5a,ENSMUSG00000002222,0.382862487,6.608924135,16.14581981,0.001605686,0.022047475,-0.14033686,6.608924135,2.158050195,0.166777721,0.325475083
Rmnd5b,ENSMUSG00000001054,-0.211432909,4.202797511,2.410509155,0.145708258,0.419636319,-0.358967642,4.202797511,6.854199213,0.021986975,0.072300453
Rmst,ENSMUSG00000112117,-0.572666989,-1.12524796,0.509562132,0.488571433,0.763197858,0.435421482,-1.12524796,0.307216157,0.58926823,0.747548448
Rn4.5s,None,-0.800390728,0.125984438,1.067130134,0.321357642,0.633203339,0.317967213,0.125984438,0.173682677,0.683996127,0.813319338
Rn45s,None,0.136457898,6.416288081,0.14416957,0.710605306,0.886307784,0.089818942,6.416288081,0.062411892,0.806821881,0.894574701
Rnase10,ENSMUSG00000021872,-1.295332764,-1.763710506,0.801711965,0.3876636,0.692535048,4.264701729,-1.763710506,18.5322825,0.000954324,0.006521066
Rnase2a,ENSMUSG00000047222,0.169672318,3.061334268,0.468361188,0.506354625,0.775123971,0.051699212,3.061334268,0.04272957,0.839596886,0.913155601
Rnase4,ENSMUSG00000021876,0.381912167,5.515850592,10.76389456,0.006326194,0.058629182,0.149758384,5.515850592,1.644856859,0.223159102,0.397737805
Rnase6,ENSMUSG00000021880,-0.071917584,-0.652929565,0.010208417,0.921139602,0.970186429,-0.613740407,-0.652929565,0.678109236,0.425821207,0.611421563
Rnaseh1,ENSMUSG00000020630,0.287299283,2.947655907,2.227866605,0.160586012,0.444786746,-0.0052271,2.947655907,0.000724841,0.978950477,0.991549997
Rnaseh2a,ENSMUSG00000052926,0.393794606,1.569086393,1.479851532,0.246487257,0.558049624,-0.84319445,1.569086393,6.281067089,0.027073956,0.085120519
Rnaseh2b,ENSMUSG00000021932,0.136038206,3.077884292,0.387147724,0.545094509,0.800951824,0.204933839,3.077884292,0.873327363,0.367910041,0.555656336
Rnaseh2c,ENSMUSG00000024925,0.015187386,1.457020303,0.004466495,0.947783024,0.979998077,-0.849851945,1.457020303,13.06367985,0.003386595,0.017349663
Rnasek,ENSMUSG00000040904,0.01359307,6.11376997,0.019680257,0.890690908,0.960511458,-0.045598158,6.11376997,0.220447177,0.646862912,0.78717754
Rnasel,ENSMUSG00000066800,-0.456107212,6.130165625,12.44556383,0.003980467,0.042340875,1.333363148,6.130165625,104.5602984,2.15E-07,1.16E-05
Rnaset2b,ENSMUSG00000094724,0.122250019,5.687523033,1.999643784,0.181993969,0.477598684,0.984687886,5.687523033,128.207069,6.81E-08,4.78E-06
Rnd1,ENSMUSG00000054855,-1.202635052,6.25862217,7.979664511,0.014926533,0.103061119,5.127183521,6.25862217,146.5023621,3.18E-08,2.87E-06
Rnd2,ENSMUSG00000001313,0.179714355,1.038937478,0.316008108,0.584053737,0.824616505,0.341399245,1.038937478,1.107727804,0.312690538,0.499487325
Rnd3,ENSMUSG00000017144,-0.48789454,2.779820552,1.902786205,0.192180177,0.491296054,0.716852476,2.779820552,4.203361922,0.062144314,0.159450445
Rnf10,ENSMUSG00000041740,0.000839248,7.715948487,0.00019325,0.989130171,0.99615894,0.103314348,7.715948487,2.92453265,0.112170827,0.243880981
Rnf103,ENSMUSG00000052656,0.182424052,5.798757746,4.158712142,0.06336317,0.258621592,0.023315635,5.798757746,0.067519188,0.799255675,0.889721543
Rnf11,ENSMUSG00000028557,0.07201908,7.465106951,0.434036053,0.522082786,0.785476844,0.573597288,7.465106951,27.39538737,0.000189493,0.001968154
Rnf111,ENSMUSG00000032217,-0.057306772,7.076466663,0.497168426,0.493802891,0.767545466,0.165672827,7.076466663,4.142238494,0.063820124,0.162808496
Rnf113a1,ENSMUSG00000036537,-0.154415768,1.494864414,0.414231337,0.531574233,0.792294068,0.061310023,1.494864414,0.064736813,0.803338094,0.89204576
Rnf113a2,ENSMUSG00000098134,-0.121301434,3.400432084,0.494273671,0.495039036,0.768229337,-0.061713777,3.400432084,0.126561666,0.728013689,0.843647595
Rnf114,ENSMUSG00000006418,0.044064696,7.806338698,0.048214846,0.82977884,0.933434885,0.727062374,7.806338698,13.00942122,0.00343437,0.017534824
Rnf115,ENSMUSG00000028098,-0.301367301,7.625763206,17.77415185,0.001120459,0.017042457,0.373015552,7.625763206,27.23471418,0.000194446,0.002005279
Rnf121,ENSMUSG00000070426,-0.173644852,5.312950864,2.400055754,0.146511719,0.420863972,0.066792854,5.312950864,0.354312652,0.562407313,0.727538484
Rnf122,ENSMUSG00000039328,0.476453317,1.239615721,0.978378755,0.341542271,0.65088818,0.046768989,1.239615721,0.008748716,0.926975951,0.964019387
Rnf123,ENSMUSG00000041528,0.144833741,3.514729738,1.317260736,0.272784479,0.585474364,-0.264423413,3.514729738,4.305081083,0.059471271,0.154423526
Rnf125,ENSMUSG00000033107,-0.379382575,1.037180721,0.964730862,0.344807971,0.653867071,0.352178385,1.037180721,0.856862001,0.372315054,0.560146414
Rnf126,ENSMUSG00000035890,-0.098398572,4.128232607,0.616116539,0.447258221,0.735198393,-0.640689353,4.128232607,25.40670573,0.00026287,0.002504847
Rnf128,ENSMUSG00000031438,-0.01030339,8.292739477,0.002877207,0.958078374,0.984482908,-0.53288481,8.292739477,7.610171678,0.016900984,0.05939847
Rnf13,ENSMUSG00000036503,-0.098329223,7.416652356,1.006098055,0.335046402,0.645371536,-0.224334002,7.416652356,5.226015223,0.040608078,0.115985476
Rnf130,ENSMUSG00000020376,0.026209732,6.642713566,0.119071217,0.73583718,0.897032901,-0.134824401,6.642713566,3.137513634,0.101110488,0.226575374
Rnf135,ENSMUSG00000020707,0.300675136,4.005588481,3.915849187,0.070520818,0.275582698,0.727905645,4.005588481,22.80387257,0.000415032,0.003514844
Rnf138,ENSMUSG00000024317,0.112611627,4.133144628,0.462011278,0.509198639,0.777186671,-0.121504277,4.133144628,0.53075011,0.479849299,0.659119312
Rnf139,ENSMUSG00000037075,0.08276516,6.335077194,0.603365895,0.451886596,0.738384424,0.065835783,6.335077194,0.380765926,0.548377068,0.716437641
Rnf14,ENSMUSG00000060450,-0.12343132,6.4835083,1.400453352,0.258879018,0.571569966,0.006507159,6.4835083,0.003884487,0.951298688,0.978484418
Rnf141,ENSMUSG00000030788,0.30695144,2.074937454,3.065005254,0.10471884,0.347867412,-0.360401073,2.074937454,4.064482829,0.066031288,0.166723557
Rnf144a,ENSMUSG00000020642,0.121143454,2.476728715,0.034555783,0.855541331,0.945926825,0.364399568,2.476728715,0.311287811,0.586841182,0.74540594
Rnf144b,ENSMUSG00000038068,0.484570125,5.188563981,35.31861226,5.98E-05,0.002002287,-1.058962183,5.188563981,159.8735242,1.92E-08,1.96E-06
Rnf145,ENSMUSG00000019189,0.068943395,5.514511164,0.6569308,0.432953827,0.725715457,0.452764676,5.514511164,28.20854984,0.000166567,0.00178354
Rnf146,ENSMUSG00000038876,-0.011998995,6.044977145,0.020140089,0.889430394,0.959910672,0.207483278,6.044977145,5.999322467,0.030080161,0.092433562
Rnf149,ENSMUSG00000048234,0.506915016,8.526584608,16.46509224,0.001493752,0.020825159,1.433288238,8.526584608,127.3692783,7.07E-08,4.89E-06
Rnf150,ENSMUSG00000047747,0.429475211,2.287722339,1.711081149,0.214617581,0.521168044,-0.698797543,2.287722339,4.295891134,0.059707013,0.154704149
Rnf152,ENSMUSG00000047496,-0.337640089,-0.271107017,0.329217524,0.576398214,0.820272786,0.461827904,-0.271107017,0.625773729,0.443804524,0.627942161
Rnf157,ENSMUSG00000052949,-0.051412272,3.650654607,0.145122686,0.709698759,0.886307784,-0.87203578,3.650654607,39.65953012,3.44E-05,0.000535013
Rnf165,ENSMUSG00000025427,0.469340957,-0.136068659,0.507266704,0.489532974,0.763937345,-0.059168446,-0.136068659,0.00824279,0.929112384,0.965015941
Rnf166,ENSMUSG00000014470,0.317228401,4.576132092,6.621968762,0.023898904,0.140352972,-0.531359533,4.576132092,18.06755712,0.001052451,0.007039412
Rnf167,ENSMUSG00000040746,0.477865299,4.498355347,18.55965833,0.000948884,0.01517902,0.007571187,4.498355347,0.004605961,0.946975383,0.975531525
Rnf168,ENSMUSG00000014074,0.084337382,4.433471745,0.857892629,0.372037014,0.679137219,-0.287002981,4.433471745,9.774279416,0.008460899,0.035147498
Rnf169,ENSMUSG00000058761,0.01398348,6.638134988,0.020120611,0.889483489,0.959910672,0.158362102,6.638134988,2.574496504,0.133797128,0.277027808
Rnf17,ENSMUSG00000000365,0.020575,0.057723923,0.002039656,0.964698231,0.987169386,-0.462092928,0.057723923,0.966787121,0.34431304,0.532849715
Rnf170,ENSMUSG00000013878,0.056441167,3.093891157,0.082101206,0.779209717,0.913847069,-0.239111952,3.093891157,1.441557527,0.252361795,0.432735007
Rnf180,ENSMUSG00000021720,1.640244767,3.513260837,71.65028222,1.69E-06,0.000151966,0.633663517,3.513260837,10.67930779,0.00648177,0.02868272
Rnf181,ENSMUSG00000055850,0.185828412,4.994665595,3.448119821,0.08727294,0.314087349,-0.368550604,4.994665595,13.35332911,0.00314431,0.016428822
Rnf182,ENSMUSG00000044164,0.373475044,-0.764330054,0.262610594,0.617353807,0.842029265,-0.398925049,-0.764330054,0.278227091,0.607191636,0.760152698
Rnf183,ENSMUSG00000063851,-0.759063354,1.604009553,6.35366107,0.026357947,0.149190699,-0.672399061,1.604009553,4.900392589,0.046323042,0.128203911
Rnf185,ENSMUSG00000020448,-0.099532403,6.666778085,1.685822198,0.217823949,0.525845806,0.144276186,6.666778085,3.537302134,0.083734173,0.197851578
Rnf187,ENSMUSG00000020496,0.215381046,4.374467307,3.636937102,0.079984649,0.299357341,-0.626539541,4.374467307,29.80739364,0.000130255,0.001475102
Rnf19a,ENSMUSG00000022280,-0.125063918,6.296992965,3.118461042,0.102043659,0.342129778,0.475857466,6.296992965,45.04218532,1.85E-05,0.000336754
Rnf19b,ENSMUSG00000028793,0.218354306,8.16534952,4.939898565,0.045580718,0.21000926,0.769503958,8.16534952,60.68424734,4.07E-06,0.000109938
Rnf2,ENSMUSG00000026484,-0.004794789,7.339598295,0.003965138,0.950796422,0.981857168,0.714933499,7.339598295,87.44200279,5.77E-07,2.48E-05
Rnf20,ENSMUSG00000028309,-0.140297762,7.030770939,5.074474634,0.043156384,0.202561967,0.19333272,7.030770939,9.626115366,0.008848638,0.036357174
Rnf207,ENSMUSG00000058498,0.260931884,-0.120469852,0.289412216,0.600137635,0.834004012,1.691091226,-0.120469852,12.39361115,0.004035709,0.019946716
Rnf208,ENSMUSG00000044628,0.587352008,-1.446663724,0.53866517,0.476660024,0.754733286,0.608266987,-1.446663724,0.57783231,0.461398101,0.643055815
Rnf214,ENSMUSG00000042790,0.050741328,4.919709821,0.274562889,0.609542411,0.83832748,-0.132681739,4.919709821,1.857926553,0.197146989,0.365966047
Rnf215,ENSMUSG00000003581,0.042123085,4.744054959,0.064303828,0.803981773,0.923018267,-0.253266813,4.744054959,2.280422266,0.156116091,0.310247926
Rnf216,ENSMUSG00000045078,0.020882976,6.867361505,0.094282305,0.763906869,0.908445579,0.178645715,6.867361505,6.882883836,0.021763577,0.071776859
Rnf217,ENSMUSG00000063760,-0.132757782,2.273269515,0.36192778,0.558296159,0.810087472,-0.528018161,2.273269515,5.506213741,0.036352372,0.10687421
Rnf219,None,0.142148187,3.593197249,1.003278565,0.33569892,0.646094096,-0.083858026,3.593197249,0.343205096,0.568513957,0.731442351
Rnf220,ENSMUSG00000028677,0.08937461,5.762936547,0.693081619,0.420891621,0.717086869,-0.236338744,5.762936547,4.804725717,0.048181305,0.13206491
Rnf225,ENSMUSG00000033967,-0.131100984,0.771722427,0.159732647,0.696213808,0.87962855,0.546785408,0.771722427,2.771433565,0.121052129,0.257567897
Rnf24,ENSMUSG00000048911,-0.308013233,6.753369844,11.99135074,0.00449514,0.046390232,0.616707956,6.753369844,47.97773139,1.35E-05,0.000267393
Rnf25,ENSMUSG00000026171,-0.004773655,4.692266551,0.002447677,0.96133098,0.985418073,0.016235149,4.692266551,0.028129925,0.869513013,0.929744005
Rnf26,ENSMUSG00000053128,0.364240857,3.704833562,6.685901022,0.023353612,0.137874491,-0.217172391,3.704833562,2.322079463,0.152684222,0.305463706
Rnf31,ENSMUSG00000047098,4.31E-05,6.509133139,4.88E-08,0.999827208,1,0.556243325,6.509133139,8.901542715,0.01107322,0.043233174
Rnf34,ENSMUSG00000029474,0.165233841,5.449147649,0.98900458,0.339030758,0.648408031,0.482583565,5.449147649,8.392278679,0.013033905,0.048947675
Rnf38,ENSMUSG00000035696,-0.012231054,7.008538136,0.030459379,0.864274258,0.949169191,0.169666503,7.008538136,5.847577058,0.03186276,0.096887576
Rnf4,ENSMUSG00000029110,-0.02846441,7.497612669,0.229304135,0.640388756,0.853532209,0.302493112,7.497612669,25.83588523,0.000244576,0.002374089
Rnf40,ENSMUSG00000030816,0.157136898,6.683769582,5.820211508,0.032197421,0.167977021,0.301079253,6.683769582,21.28804223,0.00055058,0.004322885
Rnf41,ENSMUSG00000025373,-0.027262648,6.563052876,0.101455607,0.755400506,0.904935929,-0.24359365,6.563052876,8.064821247,0.014510775,0.052988745
Rnf43,ENSMUSG00000034177,-0.380966169,-1.025552105,0.24702626,0.627887615,0.848166106,0.54372707,-1.025552105,0.517830665,0.485135042,0.663539079
Rnf44,ENSMUSG00000034928,0.092566975,7.413870023,1.650659278,0.222393049,0.531702947,0.064228513,7.413870023,0.792941211,0.390193038,0.57697515
Rnf5,ENSMUSG00000015478,0.124660365,4.016574031,1.554413895,0.235563372,0.545694917,-0.464020579,4.016574031,20.97502805,0.000584643,0.004521426
Rnf6,ENSMUSG00000029634,-0.118481018,6.707388174,2.227827509,0.160589397,0.444786746,0.241870933,6.707388174,9.267656022,0.009876162,0.03948564
Rnf7,ENSMUSG00000051234,-0.182710808,5.535818467,5.077847849,0.043097621,0.202385897,-0.221880003,5.535818467,7.435526259,0.017940458,0.06212722
Rnf8,ENSMUSG00000090083,0.178386851,2.124723368,0.903406691,0.360061307,0.667548522,0.159133158,2.124723368,0.709265305,0.415664562,0.601733401
Rnf8-cmtr1,None,0.592541197,-0.103422727,0.992851141,0.338128194,0.647514989,1.077228763,-0.103422727,3.337432692,0.091921905,0.211192356
Rnft1,ENSMUSG00000020521,0.066193662,5.019990955,0.517541253,0.485254607,0.76140056,-0.28129735,5.019990955,9.232853911,0.009983184,0.039844537
Rnft2,ENSMUSG00000032850,0.544375257,-0.487635345,0.581605805,0.459971447,0.743813463,0.041206775,-0.487635345,0.003329214,0.954909184,0.980187381
Rngtt,ENSMUSG00000028274,-0.107481953,5.175279981,1.480051001,0.24645714,0.558049624,0.013898216,5.175279981,0.024632946,0.8778163,0.934704659
Rnh1,ENSMUSG00000038650,-0.348684116,8.022971059,12.7747277,0.003650303,0.039929722,-0.347333344,8.022971059,12.61609608,0.003805251,0.019053772
Rnls,ENSMUSG00000071573,0.302321038,0.747188549,1.172397247,0.299552453,0.613491862,-0.083070725,0.747188549,0.08568846,0.774581161,0.87412357
Rnmt,ENSMUSG00000009535,0.033107971,5.722547699,0.113615456,0.741711904,0.899344534,0.152343201,5.722547699,2.395625392,0.14685392,0.296913634
Rnmtl1,None,-0.047833574,2.340021052,0.057454926,0.814488329,0.926873182,-0.341872712,2.340021052,2.850300831,0.116372687,0.250358818
Rnpc3,ENSMUSG00000027981,-0.503353631,4.786756419,31.54957401,0.000100716,0.002994908,0.130664684,4.786756419,2.142254479,0.168220398,0.327188745
Rnpep,ENSMUSG00000041926,0.610870188,5.244147608,17.5618859,0.001172861,0.017563923,-0.084676742,5.244147608,0.334553762,0.573364124,0.73499729
Rnpepl1,ENSMUSG00000026269,-0.042012848,6.393374846,0.090572079,0.768446916,0.909330743,-0.338783032,6.393374846,5.838175218,0.03197727,0.097154509
Rnps1,ENSMUSG00000034681,-0.141590272,5.862941665,3.198225562,0.09820584,0.334194038,0.244520979,5.862941665,9.525284775,0.009124435,0.03714401
Rnu73b,None,-0.327063322,0.322686396,1.036372607,0.32815373,0.638655299,-0.144228622,0.322686396,0.199663387,0.662710982,0.79875155
Robo1,ENSMUSG00000022883,0.780504747,0.776827759,2.993710047,0.108422231,0.355322888,0.876161958,0.776827759,3.794663271,0.07445636,0.181961332
Robo2,ENSMUSG00000052516,-0.091969728,0.954516309,0.033538078,0.85765854,0.946425683,0.447235651,0.954516309,0.802586103,0.387412878,0.574423438
Robo4,ENSMUSG00000032125,0.347229531,2.70939198,0.578689548,0.461073351,0.743813463,0.262437477,2.70939198,0.326638755,0.577876341,0.738455868
Rock1,ENSMUSG00000024290,-0.067652319,7.816617702,0.691371512,0.42145005,0.717348142,0.377733672,7.816617702,21.49924057,0.000528901,0.004198007
Rock2,ENSMUSG00000020580,-0.528656365,8.780313401,41.47185603,2.77E-05,0.001200595,-0.062393038,8.780313401,0.581431635,0.460037133,0.641915359
Rogdi,ENSMUSG00000022540,0.440861368,2.226400476,2.324985209,0.152448402,0.431694685,-0.123409051,2.226400476,0.17633919,0.681735938,0.812151588
Rom1,ENSMUSG00000071648,0.20259745,0.78068613,0.488443877,0.497545241,0.769578274,-0.458631469,0.78068613,2.355466108,0.150002099,0.301392915
Romo1,ENSMUSG00000067847,-0.284645139,1.020151772,0.354781821,0.562152277,0.812065991,0.021649708,1.020151772,0.001940687,0.965564724,0.986942441
Ror1,ENSMUSG00000035305,-0.340136222,-0.568811681,0.201025606,0.661642262,0.863484126,-1.118266831,-0.568811681,1.998489509,0.182111223,0.34538663
Ror2,ENSMUSG00000021464,0.127212126,-1.154965186,0.022929015,0.882081897,0.958263195,-0.064224983,-1.154965186,0.006517332,0.936947402,0.9705886
Rora,ENSMUSG00000032238,0.021943615,5.221034309,0.01336324,0.909824325,0.966310387,0.104399441,5.221034309,0.301067664,0.592973915,0.749730258
Rorb,ENSMUSG00000036192,-0.042040208,0.675886532,0.005032021,0.944581429,0.978739497,0.700663509,0.675886532,1.34922575,0.267324146,0.450424148
Rorc,ENSMUSG00000028150,0.047209137,-1.035804091,0.003786198,0.951917928,0.982108598,1.406638272,-1.035804091,3.424403223,0.088244485,0.20498216
Rp2h,None,0.181705958,5.905534077,1.384090503,0.261536691,0.57473251,-0.010976813,5.905534077,0.005022233,0.944635252,0.975053129
